ws_id;awy;carbon;ed;shdi;forest_cover;anthropic_press;ndwi;lst;precip;area
97;248807.8512;3099388.25;52.2744220730798;1.2265821088162;34.3773303504847;46.5324384787472;0.0347617454826832;29.8160057067871;1040.47741699219;1252.36478953577
68;259133.3828;4221446.5;37.871581450654;0.921389311203785;93.1629013079667;2.61593341260404;0.0298435632139444;29.9386901855469;1043.08728027344;1566.12850900261
43;262835.6992;3680493.25;53.8593481989708;1.01067544165045;74.5568896512293;12.9788450543168;0.0276494231075048;29.9934673309326;1046.17150878906;1638.35240825194
28;265380.1877;4702336;27.9480519480519;0.627418581773161;96.1558441558442;2.44155844155844;0.0263423286378384;30.0145320892334;1053.3515625;1781.32400156642
25;273393.2356;4124733;42.2026431718062;0.648440964078838;26.079295154185;73.8325991189427;0.0262738484889269;29.9835643768311;1067.98657226562;2135.80029155792
39;277302.2942;3354364;68.4293193717277;1.06512372910249;60.7329842931937;16.9633507853403;0.0265113450586796;30.0241889953613;1046.87683105469;1791.70740291967
11;283681.6598;5469151;30.3648489603766;0.796394260272517;71.1651628089447;27.1086700666928;0.0249192789196968;30.0014171600342;1074.79602050781;2385.27854437549
48;289162.6718;3575857.75;44.2772702847931;0.95382482958971;68.5652874798495;25.1477700161204;0.028602534905076;29.9536762237549;1053.35302734375;1749.37476521542
104;291466.3391;5392731;18.6885245901639;0.412046869813203;9.41451990632319;90.5386416861827;0.0357779636979103;29.7876281738281;1047.42907714844;1987.91711901345
119;293733.768;4923482.5;32.0577164366374;0.859297645679191;23.9648682559598;75.9723964868256;0.0374312214553356;29.7481861114502;1054.32067871094;1904.95736250735
53;293888.2528;5893683;36.9306524415265;0.593928116290026;18.3011899876898;81.4526056627;0.0291833020746708;29.9078006744385;1069.36755371094;2310.87612924647
90;296775.4071;3911422.25;27.4777448071217;0.779965080545666;25.9347181008902;69.9109792284867;0.0335528030991554;29.8475456237793;1038.63745117188;1588.73451469823
49;298030.5323;4272613.5;43.5703479576399;1.08591065505415;75.441250630358;21.9364599092284;0.0285457242280245;29.9630222320557;1049.20922851562;1833.7410088237
14;302535.9617;4420907;36.3425925925926;0.735990865658344;72.2222222222222;24.3518518518519;0.0245541483163834;30.067554473877;1052.14990234375;2032.79633930227
99;304741.4439;4259386.5;30.0395256916996;0.805363490145685;25.8610954263128;69.4522868435912;0.0354109443724155;29.7993621826172;1042.12145996094;1670.25564988191
23;305601.1102;4135338.25;59.877800407332;1.15418225390482;59.5723014256619;21.8431771894094;0.0262812282890081;30.0347423553467;1045.09936523438;1894.73427668791
73;311050.2807;4279113;37.6608187134503;1.09668970350822;68.7719298245614;22.280701754386;0.0308253467082977;29.9213485717773;1037.14440917969;1784.0158015912
57;355273.3805;3383839.75;41.869918699187;0.896776885778774;32.2493224932249;63.7308039747064;0.0296316631138325;29.9268035888672;1053.578125;2081.26263485959
72;356361.3669;5454798;33.3488372093023;1.12314132506324;44.1860465116279;53.5813953488372;0.0309476517140865;29.9127540588379;1040.71667480469;2010.11055781963
2;356427.5412;5264069.5;54.5709703287891;0.973777470724829;61.5076182838813;30.6736166800321;0.0208014566451311;30.0900764465332;1057.1884765625;2536.43695273011
20;358938.7049;4715715;28.8421920065925;0.722198153037639;77.7915121549238;19.159456118665;0.0251381024718285;30.0356178283691;1058.58874511719;2304.92220909142
89;366135.0488;6273397.5;22.6422764227642;0.431293734423854;9.79674796747967;90.0813008130081;0.034142155200243;29.8202266693115;1052.53393554688;2320.63816838658
70;373141.8651;3199309.25;43.9341421143847;0.629218440533092;11.4818024263432;84.1421143847487;0.0310462154448032;29.892915725708;1052.59204101562;2185.86150391093
84;389480.4928;5965301;24.1339491916859;0.679302941741818;27.5211701308699;71.7090069284065;0.0330256894230843;29.8468170166016;1051.54187011719;2436.5747748521
46;393388.6865;8276264;29.7737556561086;0.72860112629355;20.422322775264;76.4404223227753;0.027749314904213;29.923412322998;1072.57299804688;3316.85304079856
9;393578.7984;6778568;32.080577269994;0.814707024916655;58.7793144918821;39.3565844858689;0.0242104399949312;30.0194854736328;1073.12609863281;3163.92256705184
10;397192.8748;9574544;35.5070726444498;0.992411685841902;84.1764564852553;14.4809398225845;0.023206016048789;30.0087299346924;1078.96557617188;3975.61915348592
21;407617.834;9014021;30.2047327838341;0.623779937473045;79.5533102898165;19.223610741824;0.025920832529664;29.9716892242432;1075.818359375;3571.94908525343
76;407761.9211;2968748.5;42.6294820717131;0.68826847733081;12.4003984063745;86.8027888446215;0.0311270914971828;29.8844566345215;1057.08203125;1869.23675807232
105;415525.962;7771100;16.5924984106802;0.444721809465429;10.7755880483153;89.0972663699936;0.0353302508592606;29.7866611480713;1057.92333984375;2959.65461497598
118;435376.5087;5938159.5;53.2622076323348;1.26644155518922;45.0964300369307;45.3016003282725;0.0371578596532345;29.7616195678711;1036.19409179688;2312.00886686459
24;446803.501;6122137;56.4781906300485;1.15258783373122;62.3586429725364;25.4927302100162;0.0259630959481001;30.0312595367432;1050.6845703125;2933.39483756393
